cik,entityName,companyFact,end,val,accn,fy,fp,form,filed,units,company
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2011-06-30,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2011-09-30,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2011-09-30,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2011-12-31,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2011-12-31,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-03-31,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-03-31,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-06-30,2,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-06-30,2,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-06-30,2,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-06-30,0,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-06-30,0,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-09-30,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-09-30,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-12-31,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2012-12-31,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-03-31,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-03-31,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-06-30,3,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-06-30,3,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-06-30,3,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-06-30,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-06-30,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-09-30,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-09-30,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-12-31,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2013-12-31,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-03-31,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-03-31,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-06-30,3,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-06-30,3,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-06-30,3,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-06-30,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-06-30,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-09-30,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-09-30,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-12-31,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2014-12-31,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-03-31,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-03-31,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-06-30,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-06-30,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-06-30,1,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-06-30,0,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-06-30,0,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-09-30,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-09-30,1,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-12-31,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2015-12-31,1,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-03-31,0,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-03-31,0,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-06-30,2,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-06-30,2,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-06-30,3,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-06-30,0,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-06-30,0,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-09-30,1,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-09-30,1,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-12-31,1,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2016-12-31,1,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-03-31,1,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-03-31,1,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-06-30,3,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-06-30,3,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-06-30,3,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-06-30,1,0001564590-17-014900,2017,FY,10-K,2017-08-02,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-06-30,1,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-09-30,1,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-09-30,1,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-12-31,-1,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2017-12-31,-1,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-03-31,1,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-03-31,1,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-06-30,2,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-06-30,2,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-06-30,2,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-06-30,1,0001564590-18-019062,2018,FY,10-K,2018-08-03,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-06-30,1,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-09-30,1,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-09-30,1,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-12-31,1,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2018-12-31,1,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-03-31,1,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-03-31,1,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-06-30,5,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-06-30,5,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-06-30,5,0001564590-21-039151,2021,FY,10-K,2021-07-29,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-06-30,2,0001564590-19-027952,2019,FY,10-K,2019-08-01,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-06-30,2,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-09-30,1,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2019-12-31,2,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2020-03-31,1,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2020-06-30,6,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2020-06-30,6,0001564590-21-039151,2021,FY,10-K,2021-07-29,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2020-06-30,6,0001564590-22-026876,2022,FY,10-K,2022-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2020-06-30,1,0001564590-20-034944,2020,FY,10-K,2020-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2021-06-30,8,0001564590-21-039151,2021,FY,10-K,2021-07-29,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2021-06-30,8,0001564590-22-026876,2022,FY,10-K,2022-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2021-06-30,8,0000950170-23-035122,2023,FY,10-K,2023-07-27,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2022-06-30,10,0001564590-22-026876,2022,FY,10-K,2022-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2022-06-30,10,0000950170-23-035122,2023,FY,10-K,2023-07-27,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareBasic,2023-06-30,10,0000950170-23-035122,2023,FY,10-K,2023-07-27,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2007-09-30,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2007-12-31,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2008-03-31,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2008-06-30,2,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2008-06-30,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2008-09-30,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2008-12-31,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2009-03-31,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2009-06-30,2,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2009-06-30,2,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2009-06-30,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2009-09-30,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2009-09-30,0,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2009-12-31,1,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2009-12-31,1,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-03-31,0,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-03-31,0,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-06-30,2,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-06-30,2,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-06-30,2,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-06-30,1,0001193125-10-171791,2010,FY,10-K,2010-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-06-30,1,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-09-30,1,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-09-30,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-12-31,1,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2010-12-31,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-03-31,1,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-03-31,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-06-30,3,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-06-30,3,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-06-30,3,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-06-30,1,0001193125-11-200680,2011,FY,10-K,2011-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-06-30,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-09-30,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-09-30,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-12-31,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2011-12-31,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-03-31,1,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-03-31,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-06-30,2,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-06-30,2,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-06-30,2,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-06-30,0,0001193125-12-316848,2012,FY,10-K,2012-07-26,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-06-30,0,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-09-30,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-09-30,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-12-31,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2012-12-31,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-03-31,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-03-31,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-06-30,3,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-06-30,3,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-06-30,3,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-06-30,1,0001193125-13-310206,2013,FY,10-K,2013-07-30,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-06-30,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-09-30,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-09-30,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-12-31,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2013-12-31,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-03-31,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-03-31,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-06-30,3,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-06-30,3,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-06-30,3,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-06-30,1,0001193125-14-289961,2014,FY,10-K,2014-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-06-30,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-09-30,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-09-30,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-12-31,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2014-12-31,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2015-03-31,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2015-03-31,1,0001193125-16-662209,2016,FY,10-K,2016-07-28,USD/shares,MICROSOFT
789019,MICROSOFT CORPORATION,EarningsPerShareDiluted,2015-06-30,1,0001193125-15-272806,2015,FY,10-K,2015-07-31,USD/shares,MICROSOFT
