cik,entityName,companyFact,end,val,accn,fy,fp,form,filed,units,company
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2020-06-30,1119000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2020-09-30,736000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2020-12-31,3239000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2020-12-31,3239000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2020-12-31,3239000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2020-12-31,1018000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2021-12-31,4548000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2021-12-31,4548000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,IncomeTaxExpenseBenefit,2022-12-31,2910000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2007-11-30,57283000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2008-11-30,36312000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2008-11-30,36263000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2008-12-31,1124000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2008-12-31,1140000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2009-12-31,6712000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2009-12-31,6705000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2009-12-31,6687000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2010-12-31,6414000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2010-12-31,6414000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2010-12-31,6407000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2011-12-31,6907000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2011-12-31,6902000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2011-12-31,6883000000,0001193125-14-067354,2013,FY,10-K,2014-02-25,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2012-12-31,5924000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2012-12-31,5897000000,0001193125-14-067354,2013,FY,10-K,2014-02-25,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2012-12-31,5897000000,0001193125-15-071980,2014,FY,10-K,2015-03-02,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2013-12-31,4431000000,0001193125-14-067354,2013,FY,10-K,2014-02-25,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2013-12-31,4431000000,0001193125-15-071980,2014,FY,10-K,2015-03-02,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2013-12-31,4431000000,0001193125-16-473553,2015,FY,10-K,2016-02-23,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2014-12-31,3678000000,0001193125-15-071980,2014,FY,10-K,2015-03-02,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2014-12-31,3678000000,0001193125-16-473553,2015,FY,10-K,2016-02-23,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2014-12-31,3678000000,0001193125-17-059212,2016,FY,10-K,2017-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2015-12-31,2742000000,0001193125-16-473553,2015,FY,10-K,2016-02-23,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2015-12-31,2742000000,0001193125-17-059212,2016,FY,10-K,2017-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2015-12-31,2742000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2016-12-31,3318000000,0001193125-17-059212,2016,FY,10-K,2017-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2016-12-31,3318000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2016-12-31,3318000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2017-12-31,5697000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2017-12-31,5697000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2017-12-31,5697000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2018-12-31,10086000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2018-12-31,10086000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2018-12-31,10086000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2019-12-31,12404000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2019-12-31,12404000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2019-12-31,12404000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2020-12-31,3849000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2020-12-31,3849000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2020-12-31,3849000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2021-12-31,1366000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2021-12-31,1366000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,InterestExpense,2022-12-31,12268000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2008-12-31,676764000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2009-12-31,771462000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2009-12-31,771462000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2010-12-31,807698000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2010-12-31,807698000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2011-12-31,749898000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2011-12-31,749898000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2012-12-31,780960000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2012-12-31,780960000000,0001193125-14-067354,2013,FY,10-K,2014-02-25,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2013-12-31,832702000000,0001193125-14-067354,2013,FY,10-K,2014-02-25,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2013-12-31,832702000000,0001193125-15-071980,2014,FY,10-K,2015-03-02,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2014-12-31,801510000000,0001193125-15-071980,2014,FY,10-K,2015-03-02,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2014-12-31,801510000000,0001193125-16-473553,2015,FY,10-K,2016-02-23,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2015-12-31,787465000000,0001193125-16-473553,2015,FY,10-K,2016-02-23,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2015-12-31,787465000000,0001193125-17-059212,2016,FY,10-K,2017-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2016-12-31,814949000000,0001193125-17-059212,2016,FY,10-K,2017-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2016-12-31,814949000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2017-12-31,851733000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2017-12-31,851733000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2018-12-31,853531000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2018-12-31,853531000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2019-12-31,895429000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2019-12-31,895429000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2020-12-31,1115862000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2020-12-31,1115862000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2021-12-31,1188140000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2021-12-31,1188140000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,LiabilitiesAndStockholdersEquity,2022-12-31,1180231000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2007-11-30,38085000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2008-11-30,-16984000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2008-11-30,-16984000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2008-12-31,12774000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2008-12-31,12774000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2009-12-31,3024000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2009-12-31,3024000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2009-12-31,3024000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2010-12-31,4163000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2010-12-31,4163000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2010-12-31,4163000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2011-12-31,-5148000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2011-12-31,-5148000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2012-12-31,-11897000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2015-12-31,24154000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2016-12-31,7363000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2016-12-31,7363000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2017-12-31,16261000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2017-12-31,16261000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2017-12-31,16261000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2018-12-31,24205000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2018-12-31,24205000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2018-12-31,24205000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2019-12-31,-11966000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2019-12-31,-11966000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2019-12-31,-11966000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2020-12-31,83784000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2020-12-31,83784000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2020-12-31,83784000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2021-12-31,41547000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2021-12-31,41547000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInFinancingActivities,2022-12-31,22714000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2007-11-30,-11438000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2008-11-30,-831000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2008-11-30,-831000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2008-12-31,-107000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2008-12-31,-107000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2009-12-31,-4472000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2009-12-31,-4472000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2009-12-31,-4472000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2010-12-31,-29157000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2010-12-31,-29157000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2010-12-31,-29464000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2011-12-31,-2036000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2011-12-31,-11244000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2012-12-31,-12414000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2015-12-31,-19995000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2016-12-31,-19508000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2016-12-31,-19508000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2017-12-31,-12391000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2017-12-31,-12391000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2017-12-31,-12391000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2018-12-31,-22881000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2018-12-31,-22881000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2018-12-31,-22881000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2019-12-31,-33561000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2019-12-31,-33561000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2019-12-31,-33561000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2020-12-31,-37898000000,0000895421-21-000286,2020,FY,10-K,2021-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2020-12-31,-37898000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2020-12-31,-37898000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2021-12-31,-49897000000,0000895421-22-000400,2021,FY,10-K,2022-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2021-12-31,-49897000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInInvestingActivities,2022-12-31,-11632000000,0000895421-23-000284,2022,FY,10-K,2023-02-24,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2007-11-30,-22249000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2008-11-30,73417000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2008-11-30,73417000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2008-12-31,-14165000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2008-12-31,-14165000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2009-12-31,-45951000000,0001193125-10-042763,2009,FY,10-K,2010-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2009-12-31,-45951000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2009-12-31,-45951000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2010-12-31,40307000000,0001193125-11-050049,2010,FY,10-K,2011-02-28,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2010-12-31,40307000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2010-12-31,40614000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2011-12-31,6684000000,0001193125-12-081807,2011,FY,10-K,2012-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2011-12-31,15892000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2012-12-31,24548000000,0001193125-13-077191,2012,FY,10-K,2013-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2015-12-31,-4463000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2016-12-31,5383000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2016-12-31,5383000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2017-12-31,-4505000000,0001193125-18-060831,2017,FY,10-K,2018-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2017-12-31,-4505000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2017-12-31,-4505000000,0000895421-20-000265,2019,FY,10-K,2020-02-27,USD,MORGAN STANLEY
895421,MORGAN STANLEY,NetCashProvidedByUsedInOperatingActivities,2018-12-31,7305000000,0001193125-19-051943,2018,FY,10-K,2019-02-26,USD,MORGAN STANLEY
